,diff_min,temporada_alta,periodo_dia,atraso_15
115,55.0,1,noche,1
116,53.0,1,noche,1
117,105.0,1,noche,1
118,20.0,1,noche,1
119,72.0,1,noche,1
120,26.0,1,noche,1
121,99.0,1,noche,1
122,52.0,1,noche,1
123,33.00000000000001,1,noche,1
124,147.0,1,noche,1
125,18.0,1,noche,1
126,25.0,1,noche,1
127,5.0,1,noche,0
128,21.0,1,noche,1
129,13.0,1,noche,0
130,21.0,1,noche,1
131,11.0,1,noche,0
132,-4.000000000000001,1,noche,0
133,-1.0000000000000002,1,noche,0
134,8.000000000000002,1,noche,0
135,6.0,1,noche,0
136,-4.000000000000001,1,noche,0
137,6.0,1,noche,0
138,-4.000000000000001,1,tarde,0
139,0.0,1,tarde,0
140,3.0,1,tarde,0
141,-1.0000000000000002,1,tarde,0
142,-10.0,1,tarde,0
143,16.000000000000004,1,tarde,1
144,-1.0000000000000002,1,tarde,0
145,1.0000000000000002,1,tarde,0
146,14.0,1,tarde,0
147,8.000000000000002,1,tarde,0
148,7.0,1,tarde,0
149,7.0,1,tarde,0
150,5.0,1,tarde,0
151,17.000000000000004,1,tarde,1
152,1.0000000000000002,1,tarde,0
153,12.0,1,tarde,0
154,-3.0,1,tarde,0
155,33.00000000000001,1,tarde,1
156,6.0,1,tarde,0
157,-4.000000000000001,1,tarde,0
158,8.000000000000002,1,tarde,0
159,7.0,1,tarde,0
160,-1.0000000000000002,1,tarde,0
161,3.0,1,tarde,0
162,-7.0,1,tarde,0
163,12.0,1,tarde,0
164,-2.0000000000000004,1,tarde,0
165,7.0,1,tarde,0
166,14.0,1,tarde,0
167,14.0,1,tarde,0
168,-5.0,1,tarde,0
169,-11.0,1,noche,0
170,13.0,1,noche,0
171,-2.0000000000000004,1,noche,0
172,-12.0,1,noche,0
173,7.0,1,noche,0
174,-1.0000000000000002,1,noche,0
175,14.0,1,noche,0
176,-7.0,1,noche,0
177,-6.0,1,noche,0
178,0.0,1,noche,0
179,-3.0,1,noche,0
180,-9.0,1,noche,0
181,-4.000000000000001,1,noche,0
182,-2.0000000000000004,1,noche,0
183,-7.0,1,noche,0
184,-3.0,1,noche,0
185,1.0000000000000002,1,noche,0
186,4.000000000000001,1,noche,0
187,-9.0,1,noche,0
188,138.0,1,noche,1
189,-1.0000000000000002,1,noche,0
190,-13.0,1,noche,0
191,-11.0,1,noche,0
192,-11.0,1,noche,0
193,-9.0,1,noche,0
194,-7.0,1,noche,0
195,-5.0,1,noche,0
196,-1.0000000000000002,1,noche,0
197,-2.0000000000000004,1,noche,0
198,13.0,1,noche,0
199,-9.0,1,noche,0
200,-1.0000000000000002,1,noche,0
201,-10.0,1,mañana,0
202,2.0000000000000004,1,mañana,0
203,-2.0000000000000004,1,mañana,0
204,31.000000000000004,1,mañana,1
205,18.0,1,mañana,1
206,-13.0,1,mañana,0
207,-6.0,1,mañana,0
208,0.0,1,mañana,0
209,20.0,1,mañana,1
210,8.000000000000002,1,mañana,0
211,11.0,1,mañana,0
212,-8.000000000000002,1,mañana,0
213,88.0,1,mañana,1
214,17.000000000000004,1,mañana,1
215,27.0,1,mañana,1
216,2.0000000000000004,1,mañana,0
217,1.0000000000000002,1,mañana,0
218,33.00000000000001,1,mañana,1
219,11.0,1,mañana,0
220,2.0000000000000004,1,mañana,0
221,10.0,1,mañana,0
222,-5.0,1,mañana,0
223,-1.0000000000000002,1,mañana,0
224,-12.0,1,mañana,0
225,-5.0,1,mañana,0
226,-3.0,1,mañana,0
227,-10.0,1,mañana,0
228,3.0,1,mañana,0
229,1.0000000000000002,1,mañana,0
230,1.0000000000000002,1,mañana,0
231,35.0,1,mañana,1
232,-11.0,1,mañana,0
233,-11.0,1,mañana,0
234,-10.0,1,mañana,0
235,6.0,1,mañana,0
236,14.0,1,mañana,0
237,-7.0,1,mañana,0
238,-11.0,1,mañana,0
239,0.0,1,mañana,0
240,5.0,1,mañana,0
241,18.0,1,mañana,1
242,-8.000000000000002,1,mañana,0
243,-1.0000000000000002,1,mañana,0
244,-11.0,1,mañana,0
245,17.000000000000004,1,mañana,1
246,15.0,1,mañana,0
247,1.0000000000000002,1,mañana,0
248,-4.000000000000001,1,mañana,0
249,30.0,1,mañana,1
250,-13.0,1,mañana,0
251,-4.000000000000001,1,mañana,0
252,-5.0,1,mañana,0
253,-6.0,1,mañana,0
254,-7.0,1,tarde,0
255,5.0,1,tarde,0
256,25.0,1,tarde,1
257,4.000000000000001,1,tarde,0
258,-10.0,1,tarde,0
259,11.0,1,tarde,0
260,-14.0,1,tarde,0
261,-2.0000000000000004,1,tarde,0
262,-3.0,1,tarde,0
263,7.0,1,tarde,0
264,9.0,1,tarde,0
265,42.0,1,tarde,1
266,9.0,1,tarde,0
267,4.000000000000001,1,tarde,0
268,-9.0,1,tarde,0
269,-8.000000000000002,1,tarde,0
270,-7.0,1,tarde,0
271,6.0,1,tarde,0
272,-5.0,1,tarde,0
273,0.0,1,tarde,0
274,-9.0,1,tarde,0
275,-6.0,1,tarde,0
276,1.0000000000000002,1,tarde,0
277,-2.0000000000000004,1,tarde,0
278,-3.0,1,tarde,0
279,1.0000000000000002,1,tarde,0
280,-3.0,1,tarde,0
281,-4.000000000000001,1,tarde,0
282,-3.0,1,tarde,0
283,-12.0,1,tarde,0
284,14.0,1,tarde,0
285,-6.0,1,noche,0
286,-1.0000000000000002,1,noche,0
287,28.0,1,noche,1
288,-1.0000000000000002,1,noche,0
289,-1.0000000000000002,1,noche,0
290,-8.000000000000002,1,noche,0
291,8.000000000000002,1,noche,0
292,12.0,1,noche,0
293,-8.000000000000002,1,noche,0
294,-3.0,1,noche,0
295,37.0,1,noche,1
296,4.000000000000001,1,noche,0
297,7.0,1,noche,0
298,-3.0,1,noche,0
299,9.0,1,noche,0
300,-1.0000000000000002,1,noche,0
301,-4.000000000000001,1,noche,0
302,3.0,1,noche,0
303,-6.0,1,noche,0
304,8.000000000000002,1,noche,0
305,7.0,1,noche,0
306,-7.0,1,noche,0
307,-2.0000000000000004,1,noche,0
308,-8.000000000000002,1,noche,0
309,1.0000000000000002,1,noche,0
310,-14.0,1,noche,0
311,-10.0,1,noche,0
312,-11.0,1,noche,0
313,-2.0000000000000004,1,noche,0
314,27.0,1,mañana,1
315,4.000000000000001,1,mañana,0
316,-2.0000000000000004,1,mañana,0
317,15.0,1,mañana,0
318,1.0000000000000002,1,noche,0
319,3.0,1,noche,0
320,22.0,1,noche,1
321,26.0,1,noche,1
322,4.000000000000001,1,noche,0
323,14.0,1,noche,0
324,7.0,1,noche,0
325,87.0,1,noche,1
326,-1.0000000000000002,1,noche,0
327,-14.0,1,noche,0
328,0.0,1,noche,0
329,27.0,1,noche,1
330,8.000000000000002,1,noche,0
331,10.0,1,noche,0
332,5.0,1,noche,0
333,1.0000000000000002,1,noche,0
334,-9.0,1,noche,0
335,15.0,1,noche,0
336,1.0000000000000002,1,noche,0
337,21.0,1,noche,1
338,-1.0000000000000002,1,noche,0
339,-13.0,1,noche,0
340,21.0,1,noche,1
341,-5.0,1,noche,0
342,-2.0000000000000004,1,noche,0
343,6.0,1,noche,0
344,-1.0000000000000002,1,noche,0
345,-2.0000000000000004,1,noche,0
346,-8.000000000000002,1,noche,0
347,-6.0,1,mañana,0
348,3.0,1,mañana,0
349,16.000000000000004,1,mañana,1
350,65.00000000000001,1,tarde,1
351,27.0,1,mañana,1
352,0.0,1,mañana,0
353,-2.0000000000000004,1,mañana,0
354,2.0000000000000004,1,mañana,0
355,-2.0000000000000004,1,mañana,0
356,-7.0,1,mañana,0
357,-3.0,1,mañana,0
358,40.0,1,mañana,1
359,11.0,1,mañana,0
360,-3.0,1,mañana,0
361,16.000000000000004,1,mañana,1
362,13.0,1,mañana,0
363,1.0000000000000002,1,mañana,0
364,13.0,1,mañana,0
365,-2.0000000000000004,1,mañana,0
366,-3.0,1,mañana,0
367,-7.0,1,mañana,0
368,28.0,1,mañana,1
369,0.0,1,mañana,0
370,5.0,1,mañana,0
371,-1.0000000000000002,1,mañana,0
372,-8.000000000000002,1,mañana,0
373,7.0,1,mañana,0
374,-9.0,1,mañana,0
375,3.0,1,mañana,0
376,38.0,1,tarde,1
377,6.0,1,tarde,0
378,2.0000000000000004,1,tarde,0
379,19.0,1,tarde,1
380,15.0,1,tarde,0
381,27.0,1,tarde,1
382,59.0,1,tarde,1
383,14.0,1,tarde,0
384,-3.0,1,tarde,0
385,14.0,1,tarde,0
386,19.0,1,tarde,1
387,5.0,1,tarde,0
388,13.0,1,tarde,0
389,19.0,1,tarde,1
390,10.0,1,tarde,0
391,37.0,1,tarde,1
392,23.0,1,tarde,1
393,11.0,1,tarde,0
394,7.0,1,tarde,0
395,15.0,1,tarde,0
396,1.0000000000000002,1,tarde,0
397,15.0,1,tarde,0
398,30.0,1,tarde,1
399,22.0,1,tarde,1
400,37.0,1,tarde,1
401,12.0,1,tarde,0
402,0.0,1,tarde,0
403,6.0,1,tarde,0
404,21.0,1,tarde,1
405,-2.0000000000000004,1,tarde,0
406,17.000000000000004,1,tarde,1
407,8.000000000000002,1,mañana,0
408,6.0,1,mañana,0
409,5.0,1,noche,0
410,-4.000000000000001,1,noche,0
411,-10.0,1,noche,0
412,12.0,1,noche,0
413,-2.0000000000000004,1,noche,0
414,-13.0,1,noche,0
415,-12.0,1,noche,0
416,-10.0,1,noche,0
417,-14.0,1,noche,0
418,3.0,1,noche,0
419,-6.0,1,noche,0
420,-13.0,1,noche,0
421,-13.0,1,noche,0
422,-9.0,1,noche,0
423,-1.0000000000000002,1,noche,0
424,3.0,1,noche,0
425,-1.0000000000000002,1,noche,0
426,-12.0,1,noche,0
427,-8.000000000000002,1,noche,0
428,-14.0,1,noche,0
429,1.0000000000000002,1,noche,0
430,-6.0,1,noche,0
431,-5.0,1,noche,0
432,-7.0,1,noche,0
433,-1.0000000000000002,1,noche,0
434,-4.000000000000001,1,noche,0
435,-14.0,1,noche,0
436,-5.0,1,noche,0
437,32.00000000000001,1,mañana,1
438,37.0,1,tarde,1
439,10.0,1,tarde,0
440,-5.0,1,tarde,0
441,6.0,1,tarde,0
442,13.0,1,tarde,0
443,9.0,1,tarde,0
444,2.0000000000000004,1,tarde,0
445,32.00000000000001,1,tarde,1
446,10.0,1,tarde,0
447,26.0,1,tarde,1
448,13.0,1,tarde,0
449,11.0,1,tarde,0
450,6.0,1,tarde,0
451,14.0,1,tarde,0
452,17.000000000000004,1,tarde,1
453,10.0,1,tarde,0
454,-4.000000000000001,1,tarde,0
455,10.0,1,tarde,0
456,9.0,1,tarde,0
457,-6.0,1,tarde,0
458,3.0,1,tarde,0
459,-3.0,1,tarde,0
460,-1.0000000000000002,1,tarde,0
461,1.0000000000000002,1,tarde,0
462,46.0,1,tarde,1
463,3.0,1,tarde,0
464,51.0,1,tarde,1
465,0.0,1,tarde,0
466,94.0,1,tarde,1
467,68.00000000000001,1,tarde,1
468,23.0,1,tarde,1
469,4.000000000000001,1,tarde,0
470,-1.0000000000000002,1,tarde,0
471,4.000000000000001,1,tarde,0
472,-5.0,1,tarde,0
473,12.0,1,tarde,0
474,5.0,1,tarde,0
475,-6.0,1,tarde,0
476,0.0,1,tarde,0
477,-3.0,1,mañana,0
478,0.0,1,mañana,0
479,3.0,1,mañana,0
480,-1.0000000000000002,1,mañana,0
481,-5.0,1,mañana,0
482,-9.0,1,mañana,0
483,-2.0000000000000004,1,mañana,0
484,2.0000000000000004,1,mañana,0
485,1.0000000000000002,1,mañana,0
486,-2.0000000000000004,1,mañana,0
487,-10.0,1,mañana,0
488,1.0000000000000002,1,mañana,0
489,-1.0000000000000002,1,mañana,0
490,-2.0000000000000004,1,mañana,0
491,-6.0,1,mañana,0
492,8.000000000000002,1,mañana,0
493,-6.0,1,mañana,0
494,-2.0000000000000004,1,mañana,0
495,4.000000000000001,1,mañana,0
496,-4.000000000000001,1,mañana,0
497,-8.000000000000002,1,mañana,0
498,-5.0,1,mañana,0
499,1.0000000000000002,1,mañana,0
500,-1.0000000000000002,1,mañana,0
501,-7.0,1,mañana,0
502,-3.0,1,mañana,0
503,-1.0000000000000002,1,mañana,0
504,-3.0,1,mañana,0
505,-11.0,1,mañana,0
506,7.0,1,mañana,0
507,8.000000000000002,1,mañana,0
508,-3.0,1,tarde,0
509,0.0,1,tarde,0
510,-4.000000000000001,1,tarde,0
511,0.0,1,tarde,0
512,0.0,1,tarde,0
513,-12.0,1,tarde,0
514,8.000000000000002,1,tarde,0
515,24.0,1,tarde,1
516,1.0000000000000002,1,tarde,0
517,-10.0,1,tarde,0
518,-9.0,1,tarde,0
519,-6.0,1,tarde,0
520,-6.0,1,tarde,0
521,6.0,1,tarde,0
522,-6.0,1,tarde,0
523,14.0,1,tarde,0
524,0.0,1,tarde,0
525,-4.000000000000001,1,tarde,0
526,-4.000000000000001,1,tarde,0
527,-10.0,1,tarde,0
528,19.0,1,tarde,1
529,-2.0000000000000004,1,tarde,0
530,-8.000000000000002,1,tarde,0
531,3.0,1,tarde,0
532,-4.000000000000001,1,tarde,0
533,-4.000000000000001,1,tarde,0
534,-1.0000000000000002,1,tarde,0
535,10.0,1,tarde,0
536,-9.0,1,tarde,0
537,3.0,1,tarde,0
538,0.0,1,tarde,0
539,-6.0,1,noche,0
540,-6.0,1,noche,0
541,-7.0,1,noche,0
542,-9.0,1,noche,0
543,-4.000000000000001,1,noche,0
544,4.000000000000001,1,noche,0
545,-2.0000000000000004,1,noche,0
546,32.00000000000001,1,noche,1
547,-8.000000000000002,1,noche,0
548,3.0,1,noche,0
549,-9.0,1,noche,0
550,-11.0,1,noche,0
551,-6.0,1,noche,0
552,-13.0,1,noche,0
553,-10.0,1,noche,0
554,-12.0,1,noche,0
555,2.0000000000000004,1,noche,0
556,-14.0,1,noche,0
557,-10.0,1,noche,0
558,-8.000000000000002,1,noche,0
559,-4.000000000000001,1,noche,0
560,-14.0,1,noche,0
561,-4.000000000000001,1,noche,0
562,-6.0,1,noche,0
563,-2.0000000000000004,1,noche,0
564,-8.000000000000002,1,noche,0
565,-10.0,1,noche,0
566,0.0,1,noche,0
567,8.000000000000002,1,mañana,0
568,-7.0,1,mañana,0
569,4.000000000000001,1,mañana,0
570,15.0,1,mañana,0
571,-3.0,1,mañana,0
572,6.0,1,mañana,0
573,57.0,1,mañana,1
574,8.000000000000002,1,mañana,0
575,26.0,1,mañana,1
576,-1.0000000000000002,1,mañana,0
577,-5.0,1,mañana,0
578,-2.0000000000000004,1,mañana,0
579,4.000000000000001,1,mañana,0
580,-8.000000000000002,1,mañana,0
581,9.0,1,mañana,0
582,2.0000000000000004,1,mañana,0
583,2.0000000000000004,1,mañana,0
584,4.000000000000001,1,mañana,0
585,-10.0,1,mañana,0
586,-1.0000000000000002,1,mañana,0
587,6.0,1,mañana,0
588,1.0000000000000002,1,mañana,0
589,0.0,1,mañana,0
590,-7.0,1,mañana,0
591,7.0,1,mañana,0
592,-2.0000000000000004,1,noche,0
593,3.0,1,noche,0
594,-3.0,1,noche,0
595,-1.0000000000000002,1,noche,0
596,4.000000000000001,1,noche,0
597,4.000000000000001,1,noche,0
598,1.0000000000000002,1,noche,0
599,-4.000000000000001,1,noche,0
600,16.000000000000004,1,noche,1
601,4.000000000000001,1,noche,0
602,4.000000000000001,1,noche,0
603,0.0,1,noche,0
604,16.000000000000004,1,noche,1
605,4.000000000000001,1,noche,0
606,-4.000000000000001,1,noche,0
607,0.0,1,noche,0
608,0.0,1,noche,0
609,9.0,1,noche,0
610,6.0,1,noche,0
611,-7.0,1,noche,0
612,-7.0,1,noche,0
613,-7.0,1,noche,0
614,-1.0000000000000002,1,noche,0
615,-2.0000000000000004,1,noche,0
616,8.000000000000002,1,noche,0
617,-12.0,1,noche,0
618,-6.0,1,noche,0
619,0.0,1,noche,0
620,1.0000000000000002,1,noche,0
621,-4.000000000000001,1,noche,0
622,6.0,1,noche,0
623,-3.0,1,noche,0
624,-8.000000000000002,1,noche,0
625,-5.0,1,noche,0
626,-3.0,1,noche,0
627,-3.0,1,noche,0
628,7.0,1,noche,0
629,58.0,1,noche,1
630,24.0,1,noche,1
631,6.0,1,noche,0
632,13.0,1,noche,0
633,-3.0,1,noche,0
634,-1.0000000000000002,1,noche,0
635,0.0,1,noche,0
636,-8.000000000000002,1,noche,0
637,2.0000000000000004,1,noche,0
638,-5.0,1,noche,0
639,2.0000000000000004,1,noche,0
640,-3.0,1,noche,0
641,-8.000000000000002,1,noche,0
642,-8.000000000000002,1,noche,0
643,0.0,1,noche,0
644,0.0,1,noche,0
645,-14.0,1,noche,0
646,-5.0,1,noche,0
647,-10.0,1,noche,0
648,1.0000000000000002,1,noche,0
649,-2.0000000000000004,1,noche,0
650,8.000000000000002,1,noche,0
651,5.0,1,noche,0
652,15.0,1,mañana,0
653,-4.000000000000001,1,noche,0
654,-6.0,1,noche,0
655,-2.0000000000000004,1,noche,0
656,-3.0,1,noche,0
657,-1.0000000000000002,1,noche,0
658,40.0,1,mañana,1
659,-6.0,1,noche,0
660,-5.0,1,noche,0
661,-4.000000000000001,1,noche,0
662,-9.0,1,noche,0
663,16.000000000000004,1,noche,1
664,3.0,1,noche,0
665,-4.000000000000001,1,noche,0
666,-8.000000000000002,1,noche,0
667,1.0000000000000002,1,noche,0
668,0.0,1,noche,0
669,18.0,1,noche,1
670,-1.0000000000000002,1,noche,0
671,-1.0000000000000002,1,noche,0
672,-2.0000000000000004,1,noche,0
673,-4.000000000000001,1,noche,0
674,2.0000000000000004,1,noche,0
675,50.0,1,noche,1
676,-4.000000000000001,1,noche,0
677,14.0,1,noche,0
678,-4.000000000000001,1,noche,0
679,0.0,1,noche,0
680,1.0000000000000002,1,noche,0
681,72.0,1,noche,1
682,20.0,1,noche,1
683,5.0,1,noche,0
684,13.0,1,mañana,0
685,-10.0,1,mañana,0
686,-6.0,1,mañana,0
687,3.0,1,mañana,0
688,-9.0,1,mañana,0
689,18.0,1,mañana,1
690,-9.0,1,mañana,0
691,-10.0,1,mañana,0
692,-13.0,1,mañana,0
693,-7.0,1,mañana,0
694,-5.0,1,mañana,0
695,-3.0,1,mañana,0
696,-13.0,1,mañana,0
697,30.0,1,mañana,1
698,-10.0,1,mañana,0
699,0.0,1,mañana,0
700,4.000000000000001,1,mañana,0
701,-8.000000000000002,1,mañana,0
702,-8.000000000000002,1,mañana,0
703,-6.0,1,mañana,0
704,-9.0,1,mañana,0
705,-8.000000000000002,1,mañana,0
706,-14.0,1,mañana,0
707,-7.0,1,mañana,0
708,-11.0,1,mañana,0
709,6.0,1,tarde,0
710,40.0,1,tarde,1
711,29.0,1,tarde,1
712,15.0,1,tarde,0
713,51.0,1,tarde,1
714,34.00000000000001,1,tarde,1
715,28.0,1,tarde,1
716,32.00000000000001,1,tarde,1
717,41.0,1,tarde,1
718,138.0,1,tarde,1
719,38.0,1,tarde,1
720,27.0,1,tarde,1
721,33.00000000000001,1,tarde,1
722,57.0,1,tarde,1
723,7.0,1,tarde,0
724,10.0,1,tarde,0
725,37.0,1,tarde,1
726,38.0,1,tarde,1
727,34.00000000000001,1,tarde,1
728,25.0,1,tarde,1
729,15.0,1,tarde,0
730,8.000000000000002,1,tarde,0
731,4.000000000000001,1,tarde,0
732,-1.0000000000000002,1,tarde,0
733,42.0,1,tarde,1
734,7.0,1,tarde,0
735,13.0,1,tarde,0
736,8.000000000000002,1,tarde,0
737,-5.0,1,tarde,0
738,47.0,1,tarde,1
739,33.00000000000001,1,tarde,1
740,-9.0,1,noche,0
741,13.0,1,noche,0
742,47.0,1,noche,1
743,17.000000000000004,1,noche,1
744,-10.0,1,noche,0
745,54.0,1,noche,1
746,2.0000000000000004,1,noche,0
747,-3.0,1,noche,0
748,-3.0,1,noche,0
749,9.0,1,noche,0
750,14.0,1,noche,0
751,6.0,1,noche,0
752,1.0000000000000002,1,noche,0
753,-2.0000000000000004,1,noche,0
754,0.0,1,noche,0
755,-8.000000000000002,1,noche,0
756,-8.000000000000002,1,noche,0
757,-8.000000000000002,1,noche,0
758,-6.0,1,noche,0
759,1.0000000000000002,1,noche,0
760,-4.000000000000001,1,noche,0
761,-2.0000000000000004,1,tarde,0
762,9.0,1,tarde,0
763,-2.0000000000000004,1,tarde,0
764,4.000000000000001,1,tarde,0
765,15.0,1,tarde,0
766,1.0000000000000002,1,tarde,0
767,2.0000000000000004,1,tarde,0
768,7.0,1,tarde,0
769,-11.0,1,tarde,0
770,15.0,1,tarde,0
771,0.0,1,tarde,0
772,2.0000000000000004,1,tarde,0
773,4.000000000000001,1,tarde,0
774,3.0,1,tarde,0
775,19.0,1,tarde,1
776,39.0,1,tarde,1
777,3.0,1,tarde,0
778,12.0,1,tarde,0
779,17.000000000000004,1,tarde,1
780,65.00000000000001,1,tarde,1
781,4.000000000000001,1,tarde,0
782,6.0,1,tarde,0
783,9.0,1,tarde,0
784,6.0,1,tarde,0
785,27.0,1,tarde,1
786,2.0000000000000004,1,tarde,0
787,3.0,1,tarde,0
788,-7.0,1,tarde,0
789,-3.0,1,tarde,0
790,4.000000000000001,1,tarde,0
791,15.0,1,tarde,0
792,-1.0000000000000002,1,tarde,0
793,-13.0,1,tarde,0
794,-4.000000000000001,1,tarde,0
795,1.0000000000000002,1,tarde,0
796,-2.0000000000000004,1,tarde,0
797,-6.0,1,tarde,0
798,23.0,1,tarde,1
799,-4.000000000000001,1,tarde,0
800,2.0000000000000004,1,tarde,0
801,15.0,1,tarde,0
802,2.0000000000000004,1,tarde,0
803,29.0,1,tarde,1
804,3.0,1,tarde,0
805,0.0,1,tarde,0
806,1.0000000000000002,1,tarde,0
807,11.0,1,tarde,0
808,-4.000000000000001,1,tarde,0
809,-8.000000000000002,1,tarde,0
810,3.0,1,tarde,0
811,23.0,1,tarde,1
812,25.0,1,tarde,1
813,21.0,1,tarde,1
814,-3.0,1,mañana,0
815,5.0,1,mañana,0
816,0.0,1,mañana,0
817,24.0,1,mañana,1
818,8.000000000000002,1,mañana,0
819,1.0000000000000002,1,mañana,0
820,15.0,1,mañana,0
821,6.0,1,mañana,0
822,12.0,1,mañana,0
823,11.0,1,mañana,0
824,6.0,1,mañana,0
825,1.0000000000000002,1,mañana,0
826,11.0,1,mañana,0
827,13.0,1,mañana,0
828,23.0,1,mañana,1
829,5.0,1,mañana,0
830,15.0,1,mañana,0
831,14.0,1,mañana,0
832,11.0,1,mañana,0
833,-2.0000000000000004,1,mañana,0
834,10.0,1,mañana,0
835,12.0,1,mañana,0
836,6.0,1,mañana,0
837,14.0,1,mañana,0
838,64.00000000000001,1,mañana,1
839,2.0000000000000004,1,mañana,0
840,9.0,1,mañana,0
841,10.0,1,mañana,0
842,29.0,1,mañana,1
843,8.000000000000002,1,mañana,0
844,10.0,1,mañana,0
845,81.0,1,tarde,1
846,37.0,1,tarde,1
847,88.0,1,tarde,1
848,96.0,1,tarde,1
849,32.00000000000001,1,tarde,1
850,56.0,1,tarde,1
851,39.0,1,tarde,1
852,32.00000000000001,1,tarde,1
853,34.00000000000001,1,tarde,1
854,41.0,1,tarde,1
855,9.0,1,tarde,0
856,126.00000000000001,1,tarde,1
857,22.0,1,tarde,1
858,18.0,1,tarde,1
859,26.0,1,tarde,1
860,16.000000000000004,1,tarde,1
861,37.0,1,tarde,1
862,61.00000000000001,1,tarde,1
863,69.0,1,tarde,1
864,31.000000000000004,1,tarde,1
865,4.000000000000001,1,noche,0
866,0.0,1,noche,0
867,-5.0,1,noche,0
868,-3.0,1,noche,0
869,-2.0000000000000004,1,noche,0
870,-2.0000000000000004,1,noche,0
871,-5.0,1,noche,0
872,7.0,1,noche,0
873,3.0,1,noche,0
874,13.0,1,noche,0
875,0.0,1,noche,0
876,3.0,1,noche,0
877,0.0,1,noche,0
878,4.000000000000001,1,noche,0
879,-1.0000000000000002,1,noche,0
880,-6.0,1,noche,0
881,11.0,1,noche,0
882,-4.000000000000001,1,noche,0
883,-7.0,1,noche,0
884,8.000000000000002,1,noche,0
885,-6.0,1,noche,0
886,3.0,1,noche,0
887,2.0000000000000004,1,noche,0
888,-6.0,1,noche,0
889,-4.000000000000001,1,noche,0
890,-3.0,1,noche,0
891,-14.0,1,noche,0
892,-4.000000000000001,1,noche,0
893,-12.0,1,noche,0
894,-11.0,1,noche,0
895,15.0,1,tarde,0
896,5.0,1,tarde,0
